Replay 1|false|1443
2615.442138671875,58.422630310058594,-356.2621765136719|0.9714796543121338,6.637747560489515e-07,0.23712298274040222|-6.425223659789481e-07,1,-1.6690648863004753e-07|Freefall
2616.137939453125,58.320804595947266,-356.12945556640625|0.9735610485076904,4.833223101741169e-07,0.22842703759670258|-4.690943740115472e-07,1,-1.1658132592629045e-07|Freefall
2616.555908203125,58.21883773803711,-356.0523986816406|0.9747068881988525,4.1760603153306874e-07,0.22348716855049133|-4.058911429183354e-07,1,-9.835524394929962e-08|Freefall
2617.2529296875,57.98076248168945,-355.9256896972656|0.9764336347579956,3.4813615457096603e-07,0.21581780910491943|-3.390695724192483e-07,1,-7.903521037633254e-08|Freefall
2617.671142578125,57.79703903198242,-355.8497619628906|0.9773162603378296,3.0666998895867437e-07,0.2117849737405777|-2.9899271680733364e-07,1,-6.82747156588448e-08|Freefall
2618.507568359375,57.3376350402832,-355.6982421875|0.9788020849227905,2.2744180228073674e-07,0.20480838418006897|-2.2217115258627018e-07,1,-4.872949332934695e-08|Freefall
2619.20458984375,56.861122131347656,-355.5720520019531|0.9797885417938232,1.9283622521015786e-07,0.20003613829612732|-1.886197509293197e-07,1,-4.013652343815011e-08|Freefall
2619.901611328125,56.29945373535156,-355.4464111328125|0.9805968999862671,1.8661798151242692e-07,0.19603502750396729|-1.827435909262931e-07,1,-3.78513043131079e-08|Freefall
2620.460205078125,55.78881072998047,-355.3493347167969|0.9812590479850769,1.798399011931906e-07,0.19269315898418427|-1.7622564030261856e-07,1,-3.589590491515082e-08|Freefall
2621.158935546875,55.07386016845703,-355.2333984375|0.9821923971176147,1.9247605109740107e-07,0.18787787854671478|-1.8876204421758302e-07,1,-3.765955725043568e-08|Freefall
2621.718505859375,54.44058609008789,-355.1445007324219|0.982983410358429,1.964965576917166e-07,0.1836942732334137|-1.9284203744973638e-07,1,-3.7758560722522816e-08|Freefall
2622.279052734375,53.7528190612793,-355.0623474121094|0.9839174747467041,2.1312831677278155e-07,0.17862363159656525|-2.093429714022932e-07,1,-4.004013121061689e-08|Freefall
2622.840576171875,53.01054763793945,-354.9875793457031|0.9850111603736877,2.6421324150760483e-07,0.17249071598052979|-2.5979727524827467e-07,1,-4.817666621192984e-08|Freefall
2623.824951171875,51.58042526245117,-354.8704528808594|0.9871413707733154,4.1620216961746337e-07,0.15984949469566345|-4.1008547668752726e-07,1,-7.125337475599736e-08|Freefall
2624.519775390625,52.08657455444336,-354.78887939453125|0.987548291683197,2.9537652324052033e-08,0.15731605887413025|-2.92806578983118e-08,1,-3.9511998117802705e-09|Climbing
2625.065185546875,53.07358932495117,-354.7437744140625|0.9897640943527222,4.059506295561732e-07,0.1427130252122879|-4.014200669644197e-07,1,-6.053729606492197e-08|Running
2625.590087890625,53.72623825073242,-354.703369140625|0.9918273687362671,6.401903078767646e-07,0.1275871992111206|-6.33888816992112e-07,1,-8.999396072795207e-08|Running
2626.177001953125,54.176448822021484,-354.6658020019531|0.9932321906089783,5.393494006966648e-07,0.11614591628313065|-5.349234015739057e-07,1,-6.927708540160893e-08|Running
2626.532958984375,54.405696868896484,-354.6456298828125|0.9939472079277039,4.61647005067789e-07,0.10985901206731796|-4.582839494560176e-07,1,-5.586232632026622e-08|Running
2626.98583984375,54.71964645385742,-354.6234130859375|0.9950735569000244,4.2289281054763705e-07,0.09913952648639679|-4.2037996195176675e-07,1,-4.6235946626893565e-08|Running
2627.426025390625,54.94845199584961,-354.6060791015625|0.9960421919822693,4.092012773071474e-07,0.08888141810894012|-4.071974615271756e-07,1,-4.0676855661558875e-08|Running
2628.163818359375,54.999900817871094,-354.58953857421875|0.9971845149993896,4.918877039017389e-07,0.07498672604560852|-4.900943508800992e-07,1,-4.2317207515907285e-08|Running
2628.888671875,54.762699127197266,-354.5870056152344|0.9981817603111267,5.708974981644133e-07,0.060275573283433914|-5.694473657058552e-07,1,-4.123605634731575e-08|Running
2629.40673828125,54.73444366455078,-354.5985412597656|0.9987839460372925,6.558610152751498e-07,0.04930086061358452|-6.546646318383864e-07,1,-4.0415091717704854e-08|Running
2630.24755859375,54.546634674072266,-354.627197265625|0.9994735717773438,7.514188382629072e-07,0.032443754374980927|-7.507014743168838e-07,1,-3.4292952477699146e-08|Running
2630.973876953125,54.49263381958008,-354.6557312011719|0.9998483061790466,6.133568604127504e-07,0.017415819689631462|-6.131302825451712e-07,1,-1.8350871044958694e-08|Running
2631.73193359375,54.34367752075195,-354.68743896484375|0.99998939037323,4.366601444871776e-07,0.0046043191105127335|-4.366341670447582e-07,1,-6.652169037835165e-09|Running
2632.257568359375,54.64797592163086,-354.7102355957031|0.9999918341636658,3.047596806027286e-07,-0.004036220256239176|-3.0476877554974635e-07,1,-1.6330905516781513e-09|Running
2633.0107421875,54.8708610534668,-354.7421569824219|0.9999265670776367,1.7336549262836343e-07,-0.012118549086153507|-1.7336937219170068e-07,1,7.309616800732499e-10|Running
2633.857666015625,54.97160720825195,-354.777099609375|0.9998316764831543,1.4008725202074856e-07,-0.01834719628095627|-1.400793507855269e-07,1,1.7161227994222372e-09|Running
2634.553955078125,55.41474914550781,-354.7952880859375|0.9997934699058533,1.345417501852353e-07,-0.020321937277913094|-1.3452290659188293e-07,1,2.294355816445659e-09|Running
2635.1181640625,55.72041320800781,-354.8039855957031|0.9997994303703308,7.65306964467527e-08,-0.020027287304401398|-7.651391342733405e-08,1,1.604340882366273e-09|Running
2635.4794921875,55.87068557739258,-354.8086242675781|0.9998173117637634,3.990578534285305e-08,-0.01911284029483795|-3.9890071690251716e-08,1,1.2033634089192446e-09|Running
2635.9111328125,56.081756591796875,-354.8144226074219|0.9998376965522766,6.549562003854703e-10,-0.018017014488577843|-6.392045781566935e-10,1,8.800218331828091e-10|Running
2636.458984375,56.22086715698242,-354.8219909667969|0.999850869178772,-2.6765439642417732e-08,-0.017268367111682892|2.6782043249795606e-08,1,7.302976556822216e-10|Running
2637.439208984375,56.373878479003906,-354.8363342285156|0.9998623132705688,-5.6094371814197075e-08,-0.016593696549534798|5.6112849478040516e-08,1,6.479138892068192e-10|Running
2638.072265625,56.55501174926758,-354.8454895019531|0.9998704195022583,-7.686452363486751e-08,-0.01609623245894909|7.68847030485631e-08,1,6.348380154896915e-10|Running
2638.383544921875,56.646507263183594,-354.8498840332031|0.9998738765716553,-8.601162448940158e-08,-0.01588195003569126|8.603269208151687e-08,1,6.43640640785037e-10|Running
2638.778564453125,56.689876556396484,-354.85400390625|0.9998816251754761,-9.329705363825269e-08,-0.015385831706225872|9.33184693963085e-08,1,6.740639713065377e-10|Running
2639.380615234375,56.80577850341797,-354.85955810546875|0.9998967051506042,-9.45950802133666e-08,-0.014370854943990707|9.461702887847423e-08,1,8.478361346320185e-10|Running
2639.753173828125,56.88485336303711,-354.8619689941406|0.9999134540557861,-7.981271465951068e-08,-0.013156325556337833|7.983463490290887e-08,1,1.1407642608318724e-09|Running
2640.19970703125,56.95197296142578,-354.8639221191406|0.9999321103096008,-2.995147951878607e-08,-0.011651693843305111|2.997409609406532e-08,1,1.7665339191452745e-09|Running
2640.6015625,56.94435119628906,-354.8653869628906|0.9999481439590454,3.731661735173475e-08,-0.010186644271016121|-3.729372366478856e-08,1,2.437358759266317e-09|Running
2640.86083984375,56.97080612182617,-354.86505126953125|0.9999605417251587,9.07790749238302e-08,-0.008883785456418991|-9.075941420633171e-08,1,2.616203476080159e-09|Running
2641.28173828125,57.08999252319336,-354.86358642578125|0.9999743103981018,1.0556725271726464e-07,-0.007171756587922573|-1.0555939411460713e-07,1,1.4741562415210296e-09|Running
2641.642822265625,57.14680099487305,-354.86224365234375|0.9999818801879883,1.1347410122652946e-07,-0.006017517298460007|-1.1347366779546064e-07,1,4.136580522562383e-10|Running
2642.116455078125,57.11733627319336,-354.8604736328125|0.9999891519546509,9.696507419221234e-08,-0.004660170990973711|-9.696867664388265e-08,1,-5.478272280257102e-10|Running
2642.484375,57.027809143066406,-354.8591003417969|0.9999929070472717,8.691880992728329e-08,-0.003767344169318676|-8.692376241015154e-08,1,-1.1508776154300904e-09|Running
2642.91943359375,57.14448547363281,-354.8583068847656|0.9999956488609314,8.650593485981517e-08,-0.002943368861451745|-8.651207394905214e-08,1,-1.9578196841507634e-09|Running
2643.33935546875,57.335205078125,-354.8576965332031|0.9999973177909851,9.338967998928638e-08,-0.002326152753084898|-9.33963804072846e-08,1,-2.7731932306096496e-09|Running
2643.654296875,57.464176177978516,-354.8572692871094|0.999998152256012,1.0165369701553573e-07,-0.0019348174100741744|-1.016604542769528e-07,1,-3.3921390141244956e-09|Running
2644.2158203125,57.61895751953125,-354.85650634765625|0.9999990463256836,1.195669057096893e-07,-0.001371575053781271|-1.1957310164234514e-07,1,-4.4353023476162434e-09|Running
2644.7099609375,57.68146514892578,-354.85589599609375|0.9999995231628418,1.1883498984843754e-07,-0.0009901728481054306|-1.1883957995451055e-07,1,-4.57673943188297e-09|Running
2645.24365234375,57.68946838378906,-354.8550720214844|0.9999998211860657,6.635362126417021e-08,-0.0006225124816410244|-6.635525551246246e-08,1,-2.607169369284179e-09|Running
2645.80712890625,57.64297866821289,-354.8500671386719|0.9999998807907104,2.2859516946027725e-08,0.0005185143672861159|-2.285917588551456e-08,1,-6.646584949088208e-10|Running
2646.3642578125,57.833526611328125,-354.8415222167969|0.9999971389770508,1.4139802217982833e-08,0.0023822926450520754|-1.4142491622237685e-08,1,1.1121966680960327e-09|Running
2646.7783203125,57.9952507019043,-354.8297424316406|0.9999886751174927,6.503523053424942e-08,0.004759400617331266|-6.504559735276416e-08,1,2.024059364558184e-09|Running
2647.47119140625,58.17304992675781,-354.7982177734375|0.9999377131462097,1.4924304991836834e-07,0.011163593269884586|-1.4924214042366657e-07,1,-9.135653900038676e-10|Running
2647.89013671875,58.30649185180664,-354.76959228515625|0.9998622536659241,2.273850157052948e-07,0.016597166657447815|-2.2735643767646252e-07,1,-3.6086138521795874e-09|Running
2648.591796875,58.48503112792969,-354.7011413574219|0.9995655417442322,5.497504389495589e-07,0.02947419323027134|-5.495562618307304e-07,1,-1.4689091720754277e-08|Running
2648.954345703125,58.54011535644531,-354.6609802246094|0.999274730682373,7.167630542426195e-07,0.038078732788562775|-7.163667987697409e-07,1,-2.405021248819139e-08|Running
2649.431884765625,58.558998107910156,-354.6046447753906|0.9987715482711792,7.965316513036669e-07,0.04955233633518219|-7.957766001709388e-07,1,-3.4966713968742624e-08|Running
2650.083984375,58.505958557128906,-354.5282897949219|0.9981285333633423,5.884965617042326e-07,0.061150968074798584|-5.875623969586741e-07,1,-3.3258181986184354e-08|Running
2650.44775390625,58.61433029174805,-354.49261474609375|0.9978519082069397,3.7264780416990106e-07,0.06550999730825424|-3.719009100677795e-07,1,-2.3596010478854623e-08|Running
2650.82275390625,58.89106369018555,-354.4620361328125|0.9977221488952637,8.045551425084341e-08,0.06745776534080505|-8.012620611452803e-08,1,-7.587398265229695e-09|Running
2651.37890625,59.07106399536133,-354.42926025390625|0.9978106617927551,-7.180926075989191e-08,0.06613506376743317|7.177953875725507e-08,1,2.8255713324654153e-09|Running
2651.9345703125,59.22230911254883,-354.4043884277344|0.9979806542396545,-3.7761228810495595e-08,0.06351861357688904|3.7713899558866615e-08,1,1.9440766774181384e-09|Running
2652.394287109375,59.33629608154297,-354.38446044921875|0.9981516599655151,7.17073049827377e-08,0.06077205017209053|-7.158065074008846e-08,1,-4.261177188880083e-09|Running
2652.725830078125,59.486690521240234,-354.37017822265625|0.9982991218566895,1.1392641141583226e-07,0.05829997733235359|-1.1371751895694615e-07,1,-6.900719107250097e-09|Running
2653.147705078125,59.74223709106445,-354.3503723144531|0.9983911514282227,1.047633375605983e-07,0.05670160427689552|-1.0456489718535522e-07,1,-6.466623236889291e-09|Running
2653.537841796875,59.898128509521484,-354.33306884765625|0.9984594583511353,1.202853923132352e-07,0.055485643446445465|-1.200544943458226e-07,1,-7.494621812043079e-09|Running
2653.987060546875,60.058292388916016,-354.3135681152344|0.9985490441322327,1.0215817525249804e-07,0.05384974181652069|-1.0196541211371368e-07,1,-6.327052659571564e-09|Running
2654.320556640625,60.12604904174805,-354.3026123046875|0.9916751980781555,0.03118951804935932,0.1249300166964531|-0.03216076269745827,0.999466061592102,0.00576455844566226|Running
2654.381103515625,60.112579345703125,-354.2674865722656|0.9932067394256592,0.07936995476484299,0.08509262651205063|-0.08063651621341705,0.9966766834259033,0.011546759866178036|Running
2654.405029296875,60.05542755126953,-354.2236328125|0.9970678091049194,0.07078134268522263,0.029081732034683228|-0.071195587515831,0.99737149477005,0.013463146053254604|Running
2654.37060546875,60.36690902709961,-354.2145080566406|0.9993939995765686,0.027448885142803192,0.021405193954706192|-0.027617672458291054,0.9995894432067871,0.007630018517374992|Climbing
2654.35107421875,60.65593338012695,-354.21234130859375|0.9992794394493103,0.007985453121364117,0.03710559010505676|-0.008160046301782131,0.9999563097953796,0.0045562502928078175|Climbing
2654.3466796875,61.05186462402344,-354.21173095703125|0.9991753101348877,-0.0018439358100295067,0.040562741458415985|0.0018289134604856372,0.9999982714653015,0.00040745417936705053|Climbing
2654.345703125,61.54759216308594,-354.2111511230469|0.9991590976715088,-0.001003388548269868,0.04098957031965256|0.0010197610827162862,0.9999994039535522,-0.00037852328387089074|Climbing
2654.345947265625,61.845096588134766,-354.21112060546875|0.9991585612297058,-0.00015258784696925431,0.041014164686203|0.00015914444520603865,1,-0.00015659687051083893|Climbing
2654.345947265625,62.24177932739258,-354.211181640625|0.9991583228111267,0.00012232206063345075,0.041019611060619354|-0.00012273993343114853,1,0.000007668572834518272|Climbing
2654.345947265625,62.638450622558594,-354.211181640625|0.9991583228111267,0.00004955153781338595,0.04102024435997009|-0.000050418730097590014,1,0.00002010611569858156|Climbing
2654.345947265625,63.13428497314453,-354.211181640625|0.9991583228111267,-0.000005041918939241441,0.04102031886577606|0.000004966258529748302,1,0.0000019463705029920675|Climbing
2654.345947265625,63.431785583496094,-354.211181640625|0.9991583228111267,-0.000006046469025022816,0.04102032259106636|0.000006100323844293598,1,-0.0000011877092447321047|Climbing
2654.345947265625,63.828453063964844,-354.211181640625|0.9991583228111267,-0.0000014366580671776319,0.04102032259106636|0.0000014712763913848903,1,-8.137427016663423e-07|Climbing
2654.345947265625,64.2251205444336,-354.211181640625|0.9991583228111267,3.2431501040264266e-07,0.04102032259106636|-3.2151095297194843e-07,1,-7.495486897823866e-08|Climbing
2654.345947265625,64.72095489501953,-354.211181640625|0.9991583228111267,1.8142851843094832e-07,0.04102032259106636|-1.847793953402288e-07,1,7.789680012137978e-08|Climbing
2654.345947265625,65.11762237548828,-354.211181640625|0.9991583228111267,-2.7862053997296243e-08,0.04102032259106636|2.5714932405662694e-08,1,5.287051862978842e-08|Climbing
2654.345947265625,65.51428985595703,-354.211181640625|0.9991583228111267,-9.398411293659592e-08,0.04102032259106636|9.391375499490096e-08,1,3.642329993169824e-09|Climbing
2654.345947265625,65.8117904663086,-354.211181640625|0.9991583228111267,-9.301388814719758e-08,0.04102032259106636|9.394356226266609e-08,1,-2.07361381399096e-08|Climbing
2654.345947265625,66.20845794677734,-354.211181640625|0.9991583228111267,-6.834381593989747e-08,0.04102032259106636|7.025069237442949e-08,1,-4.5044576069130926e-08|Climbing
2654.345947265625,66.6051254272461,-354.211181640625|0.9991583228111267,-4.369482553556736e-08,0.04102032259106636|4.6578062296021017e-08,1,-6.933223772875863e-08|Climbing
